,Price,Area,BHK,Location,Type,Price_num,Price/Sqft
968,71.50 Lac,1100.0,2,Kodailbail,Flat,7150000.0,6500.0
969,1.28 Cr,1915.0,3,Kodailbail,Flat,12800000.0,6684.0
970,1.55 Cr,2315.0,3,Kodailbail,Flat,15500000.0,6695.0
971,71.38 Lac,1190.0,2,Mannagudda,Flat,7138000.0,5998.0
973,19.99 Lac,645.0,1,Surathkal,Flat,1998999.9999999998,3099.0
982,62.73 Lac,1230.0,2,Pandeshwar,Flat,6273000.0,5100.0
987,35.40 Lac,677.0,1,Konchady,Flat,3540000.0,5229.0
988,64.05 Lac,1225.0,2,Konchady,Flat,6405000.0,5229.0
989,72.15 Lac,1380.0,3,Konchady,Flat,7215000.000000001,5228.0
990,97.76 Lac,1504.0,2,Mannagudda,Flat,9776000.0,6500.0
991,1.65 Cr,2543.0,3,Mannagudda,Flat,16500000.0,6488.0
992,77.90 Lac,1490.0,3,Kodiabail,Flat,7790000.000000001,5228.0
993,88.41 Lac,1691.0,3,Kodiabail,Flat,8841000.0,5228.0
994,84.07 Lac,1608.0,3,Konchady,Flat,8407000.0,5228.0
995,34.46 Lac,659.0,1,Konchady,Flat,3446000.0,5229.0
996,67.18 Lac,1285.0,2,Konchady,Flat,6718000.000000001,5228.0
997,65.56 Lac,1254.0,2,Konchady,Flat,6556000.0,5228.0
998,34.46 Lac,659.0,1,Kodiabail,Flat,3446000.0,5229.0
999,72.15 Lac,1380.0,3,Kavoor,Flat,7215000.000000001,5228.0
1000,71.50 Lac,1265.0,2,Bondel,Flat,7150000.0,5652.0
1001,89 Lac,1265.0,3,Vas Lane,Villa,8900000.0,7036.0
1002,"16,000",1600.0,3,Kadri,Flat,,
1003,69.40 Lac,1200.0,2,Mannagudda,Flat,6940000.000000001,5783.0
1005,71.39 Lac,1165.0,2,Mannagudda,Flat,7139000.0,6128.0
1008,77.90 Lac,1490.0,3,Karangalpady,Flat,7790000.000000001,5228.0
1009,88.41 Lac,1691.0,3,Karangalpady,Flat,8841000.0,5228.0
1010,57.98 Lac,1109.0,2,Kankanady,Flat,5798000.0,5228.0
1011,57.98 Lac,1109.0,2,Karangalpady,Flat,5798000.0,5228.0
1012,64.31 Lac,1230.0,3,Karangalpady,Flat,6431000.0,5228.0
1013,64.31 Lac,1230.0,3,Kankanady,Flat,6431000.0,5228.0
1014,57.98 Lac,1109.0,2,Kadri,Flat,5798000.0,5228.0
1015,77.90 Lac,1490.0,3,Kadri,Flat,7790000.000000001,5228.0
1016,34.46 Lac,659.0,1,Kadri,Flat,3446000.0,5229.0
1021,72 Lac,1440.0,3,Kottara,Flat,7200000.0,5000.0
1022,80 Lac,1600.0,3,Kulai,Flat,8000000.0,5000.0
1023,43.68 Lac,1040.0,2,Yeyyadi,Flat,4368000.0,4200.0
1025,60 Lac,1500.0,3,Derebail,Flat,6000000.0,4000.0
1026,4.87 Cr,6500.0,6,Shivabagh,Flat,48700000.0,7492.0
1028,57.98 Lac,1109.0,2,Jeppinamogaru,Flat,5798000.0,5228.0
1029,64.05 Lac,1225.0,2,Karangalpady,Flat,6405000.0,5229.0
1030,87.05 Lac,1665.0,3,Karangalpady,Villa,8705000.0,5228.0
1031,84.07 Lac,1608.0,3,Karangalpady,Flat,8407000.0,5228.0
1032,34.46 Lac,659.0,1,Karangalpady,Flat,3446000.0,5229.0
1033,67.18 Lac,1285.0,2,Karangalpady,Flat,6718000.000000001,5228.0
1034,84.07 Lac,1608.0,3,Kodiabail,Flat,8407000.0,5228.0
1035,87.05 Lac,1665.0,3,Kodiabail,Villa,8705000.0,5228.0
1036,67.18 Lac,1285.0,2,Kodiabail,Flat,6718000.000000001,5228.0
1037,87.05 Lac,1665.0,3,Kavoor,Villa,8705000.0,5228.0
1038,64.05 Lac,1225.0,2,Kadri,Flat,6405000.0,5229.0
1039,35.40 Lac,677.0,1,Kadri,Flat,3540000.0,5229.0
1040,65.56 Lac,1254.0,2,Kadri,Flat,6556000.0,5228.0
1041,84.07 Lac,1608.0,3,Kadri,Flat,8407000.0,5228.0
